date,steps,min_temp ,max_temp,rainfall,evaporation,sunshine ,wind_gust_dir,wind_gust_speed,wind_gust_time,temp_9am,humidity_9am,cloud_9am,wind_dir_9am,wind_speed_9am,pressure_9am,temp_3pm,humidity_3pm,cloud_3pm,wind_dir_3pm,wind_speed_3pm,pressure_3pm
2025-04-13,2365,16.2,26.6,0,,,E,24,15:45,21.8,82,,WSW,6,,26,52,,NE,9,
2025-04-14,11561,15.1,28.9,0.2,,,S,46,14:08,21.1,83,,NW,7,,24,63,,SSE,26,
2025-04-15,3263,17.5,22.9,1.6,,,S,43,12:20,18.9,80,,SSW,9,,18,78,,SE,22,
2025-04-16,5019,16.6,22.5,0,,,SSE,33,16:06,19.2,59,,SW,11,,22,56,,SSE,19,
2025-04-17,3257,15.7,24.4,2,,,S,37,13:34,19.8,73,,W,9,,22.6,54,,SE,20,
2025-04-18,2749,12.7,25.5,0.2,,,SE,20,14:47,19.7,66,,W,7,,24,55,,ESE,15,
2025-04-19,3410,13.2,30.7,0,,,NE,22,16:39,19.3,70,,WNW,13,,30.1,29,,NNW,9,
2025-04-20,5133,12.3,30.6,0,,,E,22,16:06,22.6,58,,WNW,6,,28.9,33,,E,13,
2025-04-21,5125,16.1,28.1,0,,,SW,26,12:55,22.8,57,,W,11,,25,49,,SSE,13,
2025-04-22,3881,13.3,23.9,0.2,,,SSW,37,10:31,20.1,71,,WSW,9,,22.1,69,,SSE,22,
2025-04-23,2584,17.9,24.2,16.8,,,ESE,48,3:39,22.3,73,,ESE,15,,23.4,66,,E,20,
2025-04-24,7873,15.4,24.2,2.4,,,E,26,13:03,20.7,81,,SSE,7,,23.2,64,,E,17,
2025-04-25,1231,16.2,23.1,4.6,,,WNW,17,9:29,16.8,99,,WNW,9,,21.5,87,,,Calm,
2025-04-26,1006,15,24.1,3.4,,,E,30,21:42,18.3,99,,W,6,,23.3,70,,E,11,
2025-04-27,2641,17,21.4,26,,,S,35,16:15,18.3,100,,WNW,6,,21.3,72,,SSE,13,
2025-04-28,7771,16.6,22.1,6,,,SSW,37,11:13,19.5,84,,WSW,4,,21.5,72,,SSE,13,
2025-04-29,6339,13.8,24.6,0.8,,,SE,26,13:02,19.3,77,,WNW,7,,19.6,85,,SSE,13,
2025-04-30,8176,15.2,18.3,8.2,,,SSE,35,10:43,16.4,86,,SSW,11,,16.1,77,,WSW,13,
2025-05-01,8866,12.2,19.5,5.6,,,S,43,13:42,15.5,72,,SSW,9,,17.4,66,,SSW,13,
2025-05-02,5397,10.6,20.3,18,,,ESE,28,12:56,13.9,99,,W,7,,19.8,62,,S,11,
2025-05-03,4196,10.6,22.2,0.8,,,ESE,20,12:52,14,86,,NW,6,,21.4,46,,E,11,
2025-05-04,3645,10.9,22.8,0.2,,,E,20,13:59,16.9,77,,WNW,9,,21.9,64,,NE,7,
2025-05-05,3284,14.2,24.9,1.2,,,N,20,11:00,19.6,90,,NW,6,,24.2,52,,NE,6,
2025-05-06,2191,13.2,26.6,0.2,,,W,17,14:53,17.4,97,,WNW,9,,26.1,37,,WNW,9,
2025-05-07,10603,13.4,27.1,0,,,NW,19,11:25,17.1,94,,,Calm,,26.2,44,,NNW,11,
2025-05-08,5749,12.8,19.1,0,,,,,,17.4,60,,SW,9,,18.7,54,,SE,17,
2025-05-09,5321,11,18.9,0,,,SE,28,12:04,14.8,62,,WSW,9,,18.4,70,,SE,7,
2025-05-10,5253,11.4,22.3,1,,,ESE,22,15:54,17.1,88,,WNW,7,,19.9,62,,ESE,13,
2025-05-11,5036,12.9,21.6,0.2,,,E,20,13:38,16.6,91,,W,6,,20.9,68,,E,7,
2025-05-12,3001,16.5,21.5,3.2,,,E,15,15:49,17.8,99,,,Calm,,21.2,75,,ENE,6,
2025-05-13,3884,14.6,23.2,0,,,N,19,12:10,17.6,100,,WNW,6,,20.2,85,,SE,6,
2025-05-14,7773,14.7,24.3,1.8,,,E,19,14:47,16.7,99,,NW,6,,22.5,68,,E,11,
2025-05-15,2649,13.6,19.9,0.8,,,SE,22,14:22,15.9,96,,W,6,,17.5,92,,SW,2,
2025-05-16,3119,15.6,21.7,18.8,,,SE,17,13:27,16.6,99,,W,6,,19.5,82,,ESE,7,
2025-05-17,1922,12.8,22.4,1,,,ESE,24,14:24,15.9,100,,NW,9,,20.8,62,,SE,11,
2025-05-18,1808,12.9,16.5,1.6,,,S,41,16:09,14,88,,WSW,6,,16,61,,SW,9,
2025-05-19,2616,12.5,17.9,23.2,,,SSE,50,13:14,15.9,65,,SE,15,,16.7,66,,SSE,17,
2025-05-20,6019,13.4,20.6,3.2,,,SSE,35,1:00,15,90,,SSW,7,,19.4,58,,ESE,15,
2025-05-21,2647,14.7,19,1.6,,,ENE,30,12:52,17.2,90,,SSE,7,,18.2,85,,NNE,6,
2025-05-22,8138,16.7,19.4,20,,,ESE,37,13:38,18.2,91,,ESE,17,,18.4,96,,SE,9,
2025-05-23,3325,16.7,22,118,,,ESE,37,4:48,18.9,99,,E,9,,21.2,78,,N,7,
2025-05-24,6840,10.7,22,2.4,,,WNW,39,15:00,18.1,65,,NW,9,,21.4,47,,WNW,20,
2025-05-26,5144,8.2,18.8,0,,,NNW,20,13:27,12.1,84,,NNW,6,,16.6,70,,WNW,6,
2025-05-27,7610,11.9,19,3.4,,,WNW,54,14:27,16.1,70,,WNW,11,,17.8,43,,WNW,24,
2025-05-28,6805,8.7,20.1,0,,,WNW,24,4:25,15,61,,WNW,9,,19.4,38,,SSW,11,
2025-05-29,2160,11.7,17.9,0,,,SW,24,9:25,14.5,60,,W,9,,17.8,66,,,Calm,
2025-05-30,2514,8.1,21.5,0,,,SE,20,15:23,12.5,80,,WNW,11,,19.8,59,,SE,7,
2025-05-31,5487,10.7,21.2,0,,,E,19,14:37,13.5,86,,W,6,,18.3,69,,ESE,9,
2025-06-01,3825,8.5,21.4,0,,,WNW,17,9:06,12.3,99,,WNW,9,,20.3,58,,N,9,
2025-06-02,2516,9.8,17.8,0,,,WNW,20,10:32,12.3,100,,NW,9,,17.4,73,,,Calm,
2025-06-03,3271,9.2,19.1,0,,,S,28,12:46,12,100,,WNW,9,,18.9,47,,SSE,15,
2025-06-04,2960,10.1,15.1,2.2,,,SSW,44,13:03,10.3,87,,W,9,,15,54,,SSW,20,
2025-06-05,6641,6.8,18.6,0.2,,,WNW,28,10:07,11.6,59,,W,11,,17.7,47,,SSW,7,
2025-06-06,4608,5.1,17.6,0,,,WNW,24,8:51,9.3,90,,WNW,13,,16,64,,,Calm,
2025-06-07,4042,8.1,20.8,0,,,WNW,52,14:07,15.4,62,,NNW,9,,18.8,38,,WNW,22,
2025-06-08,14414,7.5,17.2,0,,,WNW,48,9:25,13.8,52,,NW,20,,16.1,37,,WNW,22,
2025-06-09,1155,6.7,16.1,0,,,WNW,50,11:41,11.2,57,,NW,15,,12.5,61,,WNW,17,
2025-06-10,8106,6.7,18.5,1.8,,,WNW,41,11:10,12.5,74,,WNW,9,,17.3,43,,SW,19,
2025-06-11,2076,5.3,17.6,0,,,W,30,9:27,10.9,71,,WNW,13,,16.8,40,,WSW,13,
2025-06-12,4239,5.1,16.7,0,,,W,24,9:50,10.3,74,,W,7,,15.2,57,,SSE,9,
2025-06-13,1676,7,16.4,0,,,SSE,30,15:31,10.4,77,,WNW,7,,14.8,60,,SSW,15,
2025-06-14,1614,6,18,0.2,,,ESE,22,12:16,10.5,89,,NW,6,,16.5,63,,SE,11,
2025-06-15,1625,6.6,19.7,0,,,WNW,30,16:33,9.8,100,,NW,6,,18.1,49,,NW,4,
2025-06-16,1516,4.2,17,4.6,,,WNW,19,8:46,8,100,,NW,11,,16.9,46,,SE,2,
2025-06-17,8041,3.6,19.3,0,,,WNW,31,12:02,7.9,100,,,Calm,,18.5,40,,NW,11,
2025-06-18,2023,3.9,17.9,0,,,WNW,22,11:27,8.6,83,,NNW,6,,16.9,40,,WNW,4,
2025-06-19,2226,3.5,18.5,0,,,WNW,15,10:23,6.9,96,,WNW,7,,18.1,50,,E,2,
2025-06-20,7133,4.6,18.7,0,,,WNW,19,8:58,7.8,98,,WNW,11,,17.7,48,,E,6,
2025-06-21,3178,5.1,19.2,0.2,,,NW,13,6:54,7.8,99,,WNW,9,,18.7,52,,ENE,6,
2025-06-22,2352,3.8,20.1,0,,,WNW,20,10:42,8,100,,WNW,9,,19.7,47,,,Calm,
2025-06-23,4938,4.6,22.9,0,,,N,28,14:34,8.9,100,,NW,4,,22.3,51,,NNW,13,
2025-06-24,1748,8.7,21.7,0,,,,,,18.3,64,,N,15,,19.9,58,,NW,15,
2025-06-25,2089,12.4,17.6,1.6,,,WNW,61,12:02,14.2,48,,WNW,28,,16.2,48,,WNW,28,
2025-06-26,5403,6.3,15.7,0,,,WSW,31,10:16,10,52,,WSW,9,,14.5,43,,SSE,13,
2025-06-27,6313,6,15.8,0,,,SSW,20,12:18,10.5,62,,WNW,9,,15,61,,SSE,11,
2025-06-28,2419,5.7,18.2,0,,,W,17,9:04,9.7,89,,WNW,7,,17.1,59,,ENE,6,
2025-06-29,3861,6.2,19.6,0,,,WNW,19,9:28,8.8,99,,WNW,6,,18.7,45,,E,6,
2025-06-30,13380,6.3,18,0,,,SSE,24,14:48,9.8,89,,WNW,7,,16.1,62,,SSE,13,
2025-07-01,2660,9.8,15.4,13.8,,,WSW,46,19:13,11.8,96,,WSW,11,,11.2,91,,W,22,
2025-07-02,3328,10.5,18.3,72.8,,,SSW,48,5:26,13.9,92,,WSW,15,,16.1,71,,SW,13,
2025-07-03,6001,13,18.8,2,,,W,44,0:11,15.2,61,,SW,13,,18.5,43,,SW,13,
2025-07-04,5172,7.1,19.7,0,,,W,22,10:32,12,77,,W,7,,18.9,44,,WSW,6,
2025-07-05,1834,5.3,18.3,0,,,ENE,19,15:55,9.2,100,,WNW,7,,17.9,62,,ENE,9,
2025-07-06,6948,8.7,22,0,,,WNW,52,18:31,12.3,88,,WNW,2,,21.5,53,,NW,15,
2025-07-07,7226,7.5,18,4.8,,,WNW,28,12:02,11.5,99,,WNW,9,,15.3,57,,SW,7,
2025-07-08,4553,5.1,16.7,0,,,NNW,30,20:11,8.7,99,,,Calm,,15.6,55,,NNW,11,
2025-07-09,7524,5.7,20.9,0,,,WNW,20,12:43,11.7,99,,,Calm,,20,41,,NNW,7,
2025-07-10,6702,6.9,17.2,0,,,WNW,69,13:49,14.7,51,,NW,17,,14.7,47,,WNW,26,
2025-07-11,6746,5.8,18.6,0,,,WNW,50,14:04,12.3,63,,NW,9,,17.3,41,,W,20,
2025-07-12,1873,5.7,20.4,0,,,S,24,12:46,12,81,,NW,2,,17.9,47,,ESE,15,
2025-07-13,2713,4.1,18.5,0,,,WNW,24,17:30,8.4,99,,WNW,9,,16.9,51,,NW,7,
2025-07-14,10263,7.1,19.3,0,,,WNW,35,2:55,15.5,40,,WSW,9,,18.4,24,,SSW,9,
2025-07-15,1841,4.5,15,0,,,WNW,20,12:47,8.6,95,,,Calm,,14.2,51,,W,9,
2025-07-16,4066,2.9,18.3,0,,,WNW,26,10:57,9.5,77,,WNW,9,,17.9,39,,W,7,
2025-07-17,2051,3.1,17.8,0,,,WNW,17,9:50,7.4,97,,NW,9,,17.3,46,,WNW,6,
2025-07-18,3015,5,16.2,0,,,SE,33,13:43,11.6,73,,W,9,,15.6,53,,S,19,
2025-07-19,2059,4.3,19.5,0,,,WNW,20,10:45,9.6,89,,WNW,7,,18.3,34,,WSW,7,
2025-07-20,4286,2.8,19.2,0,,,SE,28,13:20,8.8,82,,WNW,11,,16.9,59,,SSE,13,
2025-07-21,9002,6.7,19.4,0,,,E,20,15:54,11.4,100,,WNW,6,,17.5,71,,ESE,13,
2025-07-22,5341,7.3,19.8,0,,,N,22,14:17,10.6,100,,,Calm,,18.3,63,,NNW,9,
2025-07-23,4352,10.5,19.7,2.2,,,W,28,15:43,15.8,90,,WNW,7,,17.4,46,,SW,13,
2025-07-24,3175,5.2,17.9,0.2,,,W,28,9:57,11,59,,W,11,,17.6,31,,WSW,9,
2025-07-25,3910,2.4,18.4,0,,,NE,26,23:22,9.2,82,,WNW,9,,17.6,35,,NNE,9,
2025-07-26,2127,9,19.2,3.4,,,NW,31,16:20,11.7,95,,ENE,6,,18.7,64,,N,9,
2025-07-27,3268,11.3,19.2,0,,,NW,41,11:14,14.4,64,,NW,17,,15.4,63,,NW,15,
2025-07-28,5903,10.5,19.2,0,,,WNW,41,11:57,14.8,60,,NW,11,,17.8,44,,WNW,19,
2025-07-29,8567,6.4,17.2,0,,,W,31,10:13,14.2,64,,WNW,11,,15.9,50,,SW,11,
2025-07-30,2406,8.7,12.1,0.8,,,S,24,7:48,11.3,85,,S,11,,10.8,98,,WSW,7,
2025-07-31,12193,9.4,15.2,28.2,,,SW,50,11:53,10.5,96,,WSW,7,,13.1,74,,SSE,15,
2025-08-01,3340,8,14.4,4,,,SE,31,15:43,9.4,94,,WNW,4,,14.3,77,,S,7,
2025-08-02,7020,9.4,16.5,16.6,,,SE,56,20:39,12.3,100,,,Calm,,15.3,83,,SSE,19,
2025-08-03,2873,12.3,17.2,25.2,,,SSE,39,12:06,15.4,81,,SE,17,,14.9,99,,S,9,
2025-08-04,5521,9.2,20.1,21.2,,,SSW,17,10:18,13.5,100,,WSW,2,,19,70,,E,7,
2025-08-05,12318,10,22.6,0.4,,,WNW,19,8:54,12.6,100,,WNW,11,,22.3,49,,NW,6,
2025-08-06,3662,6.4,19.2,0,,,WSW,30,10:07,13.3,62,,W,13,,18.9,34,,SW,13,
2025-08-07,2351,7.7,16.9,1,,,SSE,31,11:24,11.7,97,,,Calm,,15.7,59,,SSE,13,
2025-08-08,3048,7.3,17.4,0.2,,,SE,28,11:37,12.2,91,,WSW,6,,15.9,63,,SSE,13,
2025-08-09,2334,10.7,17.7,32.8,,,SSE,35,16:36,12.4,100,,W,6,,15.7,70,,SSE,15,
2025-08-10,2450,9.2,16.2,23.2,,,SE,31,18:08,12.9,100,,SW,7,,14.4,78,,S,9,
2025-08-11,8111,8,16.7,9.4,,,ESE,24,13:24,10.5,100,,W,7,,15.6,69,,ESE,13,
2025-08-12,8316,5.5,18.7,0,,,ESE,22,16:43,11.1,89,,W,9,,17.1,55,,ESE,9,
2025-08-13,4818,6,20.5,0.2,,,ESE,19,15:53,11.9,95,,WNW,6,,20.1,40,,ENE,6,
2025-08-14,3530,9.5,14.3,6.8,,,S,28,1:40,11.5,80,,WSW,7,,12.6,96,,SW,7,
2025-08-15,2509,9.3,20.7,10.4,,,NW,22,14:21,13.9,98,,WNW,9,,19.7,58,,NNW,9,
2025-08-16,2246,8.2,20,0,,,W,31,16:34,15.2,71,,W,7,,18.5,39,,SW,17,
2025-08-18,6404,4.2,15.1,0,,,SE,30,12:02,10.7,60,,WSW,11,,10.3,91,,SW,4,
2025-08-19,1563,7.9,16.2,18,,,SSE,26,16:41,10.8,100,,NW,6,,15,76,,SE,9,
2025-08-20,2729,10.3,14,14.6,,,ESE,30,14:07,12.7,100,,,Calm,,12.4,98,,SSE,6,
2025-08-21,4713,11,15.9,49.8,,,E,28,9:41,13.9,100,,,Calm,,14.6,92,,NNW,9,
2025-08-22,6061,11.2,16.9,36.2,,,WSW,13,3:24,13.6,100,,WSW,6,,16.5,88,,ESE,7,
2025-08-23,7527,10.4,20.7,4.4,,,S,33,11:48,15.6,74,,WSW,11,,19,52,,S,19,
2025-08-24,4303,9.1,19,0,,,SSW,28,9:33,14.5,57,,WSW,13,,17.2,58,,WSW,7,
2025-08-25,5844,11.9,22.5,0,,,W,22,9:03,16.5,68,,W,11,,20.2,66,,ESE,11,
2025-08-26,3546,10,25.3,0,,,NE,24,20:40,17.6,85,,SSE,4,,24,54,,NE,9,
2025-08-27,3576,14.9,21.3,0,,,NW,48,13:27,20,64,,NW,9,,16.9,59,,NW,15,
2025-08-28,5006,7.4,20.2,0,,,WNW,63,15:36,16.3,43,,NW,9,,19.6,32,,WNW,22,
2025-08-29,5527,6.6,20.9,0,,,WNW,56,12:27,17.4,45,,WNW,9,,19.5,37,,NW,19,
2025-08-30,2628,9,18.4,0,,,NW,46,6:58,14.4,42,,W,15,,17.6,34,,WSW,17,
2025-08-31,3207,4.6,21.2,0,,,E,24,17:17,13.4,60,,WNW,9,,20.1,34,,ENE,7,
2025-09-01,7369,5.4,20.6,0,,,ESE,26,15:02,12.9,60,,W,9,,18.8,48,,ESE,17,
2025-09-02,4829,8.5,20.1,1,,,E,26,14:48,15.8,76,,W,7,,18.8,56,,ENE,9,
2025-09-04,3225,9.7,24,0,,,NNW,39,14:56,16.7,46,,NNW,11,,23.7,29,,NW,19,
2025-09-05,3627,7.8,18.6,0,,,ESE,33,16:31,16.5,64,,SSW,9,,17.2,56,,SE,19,
2025-09-06,1380,8.1,21.2,0,,,N,28,11:45,16.8,60,,WNW,4,,20.3,51,,NE,11,
2025-09-07,4405,8.7,26.5,0,,,NNE,24,14:06,15.4,76,,W,6,,24.6,47,,ENE,9,
2025-09-08,5710,15.3,28.5,0,,,NW,43,10:42,23.3,41,,WNW,17,,28.1,35,,NW,19,
2025-09-09,3709,15.2,26.1,3,,,NW,33,13:01,19.1,77,,NW,7,,25.8,45,,NW,13,
2025-09-10,2644,16,18.3,5.6,,,SE,48,16:36,16.7,100,,ESE,9,,17.1,94,,NW,6,
2025-09-11,3619,10,17.8,56.6,,,W,41,4:23,12,100,,W,9,,16.7,52,,S,15,
2025-09-12,6105,7.6,21.2,2.4,,,NW,24,12:13,15.2,66,,WSW,9,,20.8,32,,W,7,
2025-09-13,2132,7.6,21.6,0,,,E,22,13:48,14.9,61,,WSW,7,,20.5,53,,E,11,
2025-09-14,2911,8.7,25,0,,,NW,30,11:40,16.3,76,,WNW,9,,24.6,29,,NW,11,
2025-09-15,6268,6.9,27.8,0,,,NW,35,13:17,19.4,52,,NNW,2,,27.4,29,,WNW,13,
2025-09-16,3122,12.7,28.1,0,,,NNW,43,12:24,22.5,42,,NNW,17,,27.1,34,,NNW,20,
2025-09-17,4536,17.6,26.7,0,,,WNW,33,13:13,20.7,58,,W,9,,25.6,22,,WNW,15,
2025-09-18,2758,8.1,21.4,0,,,WSW,24,1:16,16.8,51,,WNW,7,,20.7,46,,ENE,11,
2025-09-19,9378,9.7,25.6,0,,,NW,26,13:32,17.5,63,,WNW,9,,23.9,34,,NW,9,
2025-09-20,3310,15.6,23,3.6,,,WNW,46,12:54,21,37,,W,19,,21.8,28,,SW,17,
2025-09-21,2691,7.1,22.8,0.2,,,WNW,31,18:15,18,45,,WNW,11,,22.1,35,,WNW,11,
2025-09-22,3821,8.5,23,0,,,SSE,39,17:38,19.4,51,,WNW,11,,17.5,68,,SE,20,
2025-09-23,15660,6.1,18.3,6,,,SE,28,13:44,14.4,51,,SW,11,,17.7,39,,SE,17,
2025-09-24,7170,7,26,0,,,WSW,50,12:29,17.8,51,,WNW,11,,25.4,19,,SW,13,
2025-09-25,9362,8.4,26,0,,,WNW,44,14:51,17.9,48,,NNW,11,,25.7,19,,WSW,22,
2025-09-26,7619,12.4,28.6,0,,,WNW,46,12:48,20.9,42,,NW,11,,27.1,26,,WNW,20,
2025-09-27,7307,16.2,28.3,0,,,NNW,31,12:27,22.8,32,,NNW,11,,28.1,24,,NNW,15,
2025-09-28,1841,14.1,24.3,0,,,SE,33,9:22,21.5,73,,ESE,20,,21.8,69,,SE,19,
2025-09-29,9633,16,24,0,,,NW,28,11:15,18.2,74,,WSW,6,,22.6,58,,SSE,11,
2025-09-30,5182,12.7,27.9,0,,,NE,28,13:42,20.2,79,,NNW,13,,26.8,58,,NE,11,
2025-10-1,3200,18.7,27.3,0,,,WNW,46,14:04,22.6,33,,WSW,11,,25.7,24,,WNW,20,
2025-10-2,4510,9.3,26.1,0,,,WNW,61,17:02,22.1,28,,NNW,13,,23.2,27,,WNW,26,
2025-10-3,7165,7.7,25.9,0,,,SSW,43,16:24,18.9,37,,WNW,20,,25.1,24,,SW,17,
2025-10-4,3910,10.5,24.3,0,,,ESE,31,13:24,20.2,47,,WSW,7,,21,59,,E,19,
2025-10-5,8023,11.9,31.2,0,,,WNW,28,15:53,17.2,88,,WNW,6,,30.3,25,,NNW,9,
2025-10-6,1862,17.2,32.6,0,,,SE,41,14:26,24,32,,NW,11,,31.5,22,,W,11,
2025-10-7,7312,16.2,23,4,,,,,,17.8,85,,NNW,6,,22.6,67,,NE,11,
2025-10-8,6001,13.3,31.9,0,,,WNW,54,22:57,20.3,66,,,Calm,,29.2,40,,E,19,
2025-10-9,2637,20.1,27.1,0,,,NW,54,23:06,23.8,53,,NW,9,,26.8,43,,NW,17,
2025-10-10,3049,14.5,31.3,0,,,WNW,43,16:28,22.4,64,,WNW,15,,30.8,25,,WNW,15,
2025-10-11,2522,12.3,31.7,0,,,WNW,50,13:28,23.6,38,,NW,9,,30.9,13,,WNW,20,
2025-10-12,2168,11.7,31.9,0,,,WSW,59,13:44,24.4,31,,WNW,13,,24.9,28,,WSW,28,
2025-10-13,7169,11.5,23.6,0.4,,,ESE,39,12:09,19.5,40,,WNW,9,,18.9,56,,ESE,22,
2025-10-14,5215,10.9,28.6,0,,,NW,31,15:49,18.6,63,,NNW,13,,26.7,27,,W,11,
2025-10-15,2818,12.1,28.9,0,,,NE,26,15:18,19.2,71,,NW,9,,26.7,46,,ENE,13,
2025-10-16,6532,13.9,29.9,0,,,NE,28,15:31,19.5,80,,WSW,2,,29.7,48,,E,11,
2025-10-17,4032,17.3,35.2,0,,,SSE,54,17:57,28.1,48,,NW,15,,32.4,34,,NNW,13,
2025-10-18,4553,15.5,23.6,0,,,E,33,13:08,19.7,67,,ESE,6,,21.6,56,,E,17,
2025-10-19,4528,14.7,27.8,0,,,N,33,10:43,20.7,65,,NNW,9,,26.5,50,,NE,13,
2025-10-20,6078,15.7,36.9,0,,,SE,43,20:31,23.4,60,,NNW,7,,35.7,26,,WNW,11,
2025-10-21,2912,17.8,24.9,0,,,SSE,37,2:41,20.8,62,,SE,9,,22.2,55,,E,19,
2025-10-22,2209,17.9,38.9,0,,,WNW,63,14:35,22,75,,NW,9,,37.2,23,,NW,26,
2025-10-23,1518,17,22.4,0,,,ESE,35,13:19,19.7,41,,SE,9,,21,52,,ESE,17,
2025-10-24,4401,15.8,25.6,0,,,SE,44,14:59,21.2,61,,WNW,9,,21,59,,SE,28,
2025-10-25,8372,12.9,27.1,0,,,ESE,22,14:12,18.5,68,,NNW,11,,26.5,28,,E,2,
2025-10-26,6163,13.9,27.5,0,,,WNW,57,16:23,21.9,48,,NE,2,,23.6,55,,NW,9,
2025-10-27,6628,14.8,26.4,0.6,,,S,54,15:16,20.7,56,,WNW,13,,20.4,59,,SE,28,
2025-10-28,4222,11.4,16.3,0,,,SSE,35,0:34,13.7,68,,SSW,7,,16,47,,ESE,11,
2025-10-29,2421,12,18.6,2.2,,,E,24,12:18,13.9,97,,WSW,6,,15.9,94,,ESE,13,
2025-10-30,4811,13.7,23.8,7.8,,,SE,28,15:00,18.3,79,,WSW,7,,22.6,62,,ESE,17,
2025-10-31,11563,13.9,26.2,0.2,,,E,33,13:01,19.8,75,,NE,6,,24.6,55,,ENE,13,
